id,width,height,url,photographer,photographer_url,photographer_id,avg_color,original,large2x,large,medium,small,portrait,landscape,tiny,liked,alt,display_ratio,alt_has_fries,alt_length,most_color
2741461,6240,4160,https://www.pexels.com/photo/close-up-photo-of-deep-fried-potatoes-2741461/,kei photo,https://www.pexels.com/@kei-photo-1420806,1420806,#6F4F33,https://images.pexels.com/photos/2741461/pexels-photo-2741461.jpeg,https://images.pexels.com/photos/2741461/pexels-photo-2741461.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/2741461/pexels-photo-2741461.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/2741461/pexels-photo-2741461.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/2741461/pexels-photo-2741461.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/2741461/pexels-photo-2741461.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/2741461/pexels-photo-2741461.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/2741461/pexels-photo-2741461.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,"Delicious golden french fries topped with grated cheese and herbs, served with ketchup.",1.5,TRUE,87,0.4605809128630705
15264026,3674,4899,https://www.pexels.com/photo/roasted-meat-and-potatoes-on-a-plate-15264026/,Nadin Sh,https://www.pexels.com/@nadin-sh-78971847,78971847,#8D6947,https://images.pexels.com/photos/15264026/pexels-photo-15264026.jpeg,https://images.pexels.com/photos/15264026/pexels-photo-15264026.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/15264026/pexels-photo-15264026.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/15264026/pexels-photo-15264026.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/15264026/pexels-photo-15264026.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/15264026/pexels-photo-15264026.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/15264026/pexels-photo-15264026.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/15264026/pexels-photo-15264026.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,Delicious roasted ribs with spicy red chili peppers and crispy potatoes.,0.7499489691773832,FALSE,72,0.444794952681388
28490819,6000,4000,https://www.pexels.com/photo/delicious-patatas-bravas-with-spicy-sauce-28490819/,Nano Erdozain,https://www.pexels.com/@nano-erdozain-120534369,120534369,#6D5121,https://images.pexels.com/photos/28490819/pexels-photo-28490819.jpeg,https://images.pexels.com/photos/28490819/pexels-photo-28490819.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/28490819/pexels-photo-28490819.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/28490819/pexels-photo-28490819.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/28490819/pexels-photo-28490819.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/28490819/pexels-photo-28490819.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/28490819/pexels-photo-28490819.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/28490819/pexels-photo-28490819.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,Close-up of patatas bravas with spicy aioli in a vibrant blue bowl.,1.5,FALSE,67,0.48878923766816146
12664807,3000,2000,https://www.pexels.com/photo/photo-of-a-bread-meat-fried-potatoes-and-cherry-tomatoes-12664807/,Gonzalo Acuña,https://www.pexels.com/@gonzalo-acuna-166058093,166058093,#814F2C,https://images.pexels.com/photos/12664807/pexels-photo-12664807.jpeg,https://images.pexels.com/photos/12664807/pexels-photo-12664807.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/12664807/pexels-photo-12664807.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/12664807/pexels-photo-12664807.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/12664807/pexels-photo-12664807.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/12664807/pexels-photo-12664807.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/12664807/pexels-photo-12664807.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/12664807/pexels-photo-12664807.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,"Delicious rustic bread bowl filled with cheese, surrounded by deli meats and fresh vegetables.",1.5,FALSE,94,0.5119047619047619
15264027,5184,3888,https://www.pexels.com/photo/roasted-meat-and-potatoes-15264027/,Nadin Sh,https://www.pexels.com/@nadin-sh-78971847,78971847,#906845,https://images.pexels.com/photos/15264027/pexels-photo-15264027.jpeg,https://images.pexels.com/photos/15264027/pexels-photo-15264027.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/15264027/pexels-photo-15264027.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/15264027/pexels-photo-15264027.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/15264027/pexels-photo-15264027.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/15264027/pexels-photo-15264027.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/15264027/pexels-photo-15264027.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/15264027/pexels-photo-15264027.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,Succulent grilled ribs served with roasted potatoes garnished with herbs and chili.,1.3333333333333333,FALSE,83,0.45425867507886436
29990032,3960,7040,https://www.pexels.com/photo/delectable-gourmet-sandwich-with-roasted-potatoes-29990032/,Deane Bayas,https://www.pexels.com/@dbaler,1335011,#9D7154,https://images.pexels.com/photos/29990032/pexels-photo-29990032.jpeg,https://images.pexels.com/photos/29990032/pexels-photo-29990032.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/29990032/pexels-photo-29990032.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/29990032/pexels-photo-29990032.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/29990032/pexels-photo-29990032.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/29990032/pexels-photo-29990032.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/29990032/pexels-photo-29990032.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/29990032/pexels-photo-29990032.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,"Close-up of a gourmet sandwich with roasted potatoes on a decorative plate, ideal for food lovers.",0.5625,FALSE,98,0.4435028248587571
3807030,2448,2448,https://www.pexels.com/photo/close-up-shot-of-fried-potatoes-on-a-white-plate-3807030/,David Gierth,https://www.pexels.com/@davidgierth,2108397,#F4CC4C,https://images.pexels.com/photos/3807030/pexels-photo-3807030.jpeg,https://images.pexels.com/photos/3807030/pexels-photo-3807030.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/3807030/pexels-photo-3807030.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/3807030/pexels-photo-3807030.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/3807030/pexels-photo-3807030.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/3807030/pexels-photo-3807030.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/3807030/pexels-photo-3807030.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/3807030/pexels-photo-3807030.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,Delicious crispy fried potatoes in a bowl on a vibrant yellow background.,1,FALSE,73,0.46564885496183206
4676445,4000,6000,https://www.pexels.com/photo/sparkler-in-hamburger-4676445/,cottonbro studio,https://www.pexels.com/@cottonbro,1437723,#DDAD33,https://images.pexels.com/photos/4676445/pexels-photo-4676445.jpeg,https://images.pexels.com/photos/4676445/pexels-photo-4676445.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/4676445/pexels-photo-4676445.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/4676445/pexels-photo-4676445.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/4676445/pexels-photo-4676445.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/4676445/pexels-photo-4676445.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/4676445/pexels-photo-4676445.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/4676445/pexels-photo-4676445.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,"Juicy burger topped with a sparkler, served with fries on a yellow backdrop.",0.6666666666666666,TRUE,76,0.4966292134831461
10289303,2240,3360,https://www.pexels.com/photo/burger-and-fries-on-a-wooden-tray-10289303/,Yelena from Pexels,https://www.pexels.com/@yelenaodintsova,3068556,#574227,https://images.pexels.com/photos/10289303/pexels-photo-10289303.jpeg,https://images.pexels.com/photos/10289303/pexels-photo-10289303.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/10289303/pexels-photo-10289303.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/10289303/pexels-photo-10289303.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/10289303/pexels-photo-10289303.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/10289303/pexels-photo-10289303.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/10289303/pexels-photo-10289303.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/10289303/pexels-photo-10289303.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,A delicious gourmet burger with fries and a beer on a wooden tray.,0.6666666666666666,TRUE,66,0.453125
29285460,4312,4312,https://www.pexels.com/photo/delicious-loaded-fries-with-cheese-and-sauces-29285460/,Nano Erdozain,https://www.pexels.com/@nano-erdozain-120534369,120534369,#A36D47,https://images.pexels.com/photos/29285460/pexels-photo-29285460.jpeg,https://images.pexels.com/photos/29285460/pexels-photo-29285460.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/29285460/pexels-photo-29285460.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/29285460/pexels-photo-29285460.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/29285460/pexels-photo-29285460.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/29285460/pexels-photo-29285460.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/29285460/pexels-photo-29285460.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/29285460/pexels-photo-29285460.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,"Close-up of loaded fries topped with cheese, spices, and sauces for a tasty snack.",1,TRUE,82,0.4752186588921283
27643042,5654,3769,https://www.pexels.com/photo/a-pan-with-some-food-on-it-and-a-sausage-27643042/,Nano Erdozain,https://www.pexels.com/@nano-erdozain-120534369,120534369,#4B351D,https://images.pexels.com/photos/27643042/pexels-photo-27643042.jpeg,https://images.pexels.com/photos/27643042/pexels-photo-27643042.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/27643042/pexels-photo-27643042.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/27643042/pexels-photo-27643042.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/27643042/pexels-photo-27643042.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/27643042/pexels-photo-27643042.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=1200&w=800,https://images.pexels.com/photos/27643042/pexels-photo-27643042.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200,https://images.pexels.com/photos/27643042/pexels-photo-27643042.jpeg?auto=compress&cs=tinysrgb&dpr=1&fit=crop&h=200&w=280,FALSE,"Rustic grilled sausage and potatoes served hot on a wooden sizzling plate, perfect for a hearty meal.",1.5001326611833377,FALSE,101,0.47770700636942676
